gw1n4-034,GW1N-UV4PG256C6/I5,GW1N,GW1N-4,PBGA256,GW1N-4/PBGA256.json
gw1n4-035,GW1N-UV4PG256C5/I4,GW1N,GW1N-4,PBGA256,GW1N-4/PBGA256.json
gw1n4-036,GW1N-UV4PG256MC6/I5,GW1N,GW1N-4,PBGA256M,GW1N-4/PBGA256M.json
gw1n4-037,GW1N-UV4PG256MC5/I4,GW1N,GW1N-4,PBGA256M,GW1N-4/PBGA256M.json
gw1n4-038,GW1N-LV4PG256A4,GW1N,GW1N-4,PBGA256,GW1N-4/PBGA256.json
gw1n4-039,GW1N-UV4PG256A4,GW1N,GW1N-4,PBGA256,GW1N-4/PBGA256.json
gw1n4-040,GW1N-LV4MG160I5H,GW1N,GW1N-4,MBGA160,GW1N-4/MBGA160.json
gw1n4b-000,GW1N-LV4QN32C6/I5,GW1N,GW1N-4B,QFN32,GW1N-4B/QFN32.json
gw1n4b-001,GW1N-LV4QN32C5/I4,GW1N,GW1N-4B,QFN32,GW1N-4B/QFN32.json
gw1n4b-002,GW1N-LV4QN48C6/I5,GW1N,GW1N-4B,QFN48,GW1N-4B/QFN48.json
gw1n4b-003,GW1N-LV4QN48C5/I4,GW1N,GW1N-4B,QFN48,GW1N-4B/QFN48.json
gw1n4b-004,GW1N-LV4QN88C6/I5,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-005,GW1N-LV4QN88C5/I4,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-006,GW1N-LV4QN88A4,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-007,GW1N-LV4CS72C6/I5,GW1N,GW1N-4B,WLCSP72,GW1N-4B/WLCSP72.json
gw1n4b-008,GW1N-LV4CS72C5/I4,GW1N,GW1N-4B,WLCSP72,GW1N-4B/WLCSP72.json
gw1n4b-009,GW1N-LV4LQ100C6/I5,GW1N,GW1N-4B,LQFP100,GW1N-4B/LQFP100.json
gw1n4b-010,GW1N-LV4LQ100C5/I4,GW1N,GW1N-4B,LQFP100,GW1N-4B/LQFP100.json
gw1n4b-011,GW1N-LV4LQ144C6/I5,GW1N,GW1N-4B,LQFP144,GW1N-4B/LQFP144.json
gw1n4b-012,GW1N-LV4LQ144C5/I4,GW1N,GW1N-4B,LQFP144,GW1N-4B/LQFP144.json
gw1n4b-013,GW1N-LV4MG160C6/I5,GW1N,GW1N-4B,MBGA160,GW1N-4B/MBGA160.json
gw1n4b-014,GW1N-LV4MG160C5/I4,GW1N,GW1N-4B,MBGA160,GW1N-4B/MBGA160.json
gw1n4b-015,GW1N-LV4PG256C6/I5,GW1N,GW1N-4B,PBGA256,GW1N-4B/PBGA256.json
gw1n4b-016,GW1N-LV4PG256C5/I4,GW1N,GW1N-4B,PBGA256,GW1N-4B/PBGA256.json
gw1n4b-017,GW1N-LV4PG256MC6/I5,GW1N,GW1N-4B,PBGA256M,GW1N-4B/PBGA256M.json
gw1n4b-018,GW1N-LV4PG256MC5/I4,GW1N,GW1N-4B,PBGA256M,GW1N-4B/PBGA256M.json
gw1n4b-019,GW1N-UV4QN32C6/I5,GW1N,GW1N-4B,QFN32,GW1N-4B/QFN32.json
gw1n4b-020,GW1N-UV4QN32C5/I4,GW1N,GW1N-4B,QFN32,GW1N-4B/QFN32.json
gw1n4b-021,GW1N-UV4QN48C6/I5,GW1N,GW1N-4B,QFN48,GW1N-4B/QFN48.json
gw1n4b-022,GW1N-UV4QN48C5/I4,GW1N,GW1N-4B,QFN48,GW1N-4B/QFN48.json
gw1n4b-023,GW1N-UV4QN88C6/I5,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-024,GW1N-UV4QN88C5/I4,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-025,GW1N-UV4QN88A4,GW1N,GW1N-4B,QFN88,GW1N-4B/QFN88.json
gw1n4b-026,GW1N-UV4CS72C6/I5,GW1N,GW1N-4B,WLCSP72,GW1N-4B/WLCSP72.json
gw1n4b-027,GW1N-UV4CS72C5/I4,GW1N,GW1N-4B,WLCSP72,GW1N-4B/WLCSP72.json
gw1n4b-028,GW1N-UV4LQ100C6/I5,GW1N,GW1N-4B,LQFP100,GW1N-4B/LQFP100.json
gw1n4b-029,GW1N-UV4LQ100C5/I4,GW1N,GW1N-4B,LQFP100,GW1N-4B/LQFP100.json
gw1n4b-030,GW1N-UV4LQ144C6/I5,GW1N,GW1N-4B,LQFP144,GW1N-4B/LQFP144.json
gw1n4b-031,GW1N-UV4LQ144C5/I4,GW1N,GW1N-4B,LQFP144,GW1N-4B/LQFP144.json
gw1n4b-032,GW1N-UV4MG160C6/I5,GW1N,GW1N-4B,MBGA160,GW1N-4B/MBGA160.json
gw1n4b-033,GW1N-UV4MG160C5/I4,GW1N,GW1N-4B,MBGA160,GW1N-4B/MBGA160.json
gw1n4b-034,GW1N-UV4PG256C6/I5,GW1N,GW1N-4B,PBGA256,GW1N-4B/PBGA256.json
gw1n4b-035,GW1N-UV4PG256C5/I4,GW1N,GW1N-4B,PBGA256,GW1N-4B/PBGA256.json
gw1n4b-036,GW1N-UV4PG256MC6/I5,GW1N,GW1N-4B,PBGA256M,GW1N-4B/PBGA256M.json
gw1n4b-037,GW1N-UV4PG256MC5/I4,GW1N,GW1N-4B,PBGA256M,GW1N-4B/PBGA256M.json
gw1n4b-038,GW1N-UV4MG132XES,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n4b-039,GW1N-UV4MG132XC6/I5,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n4b-040,GW1N-UV4MG132XC5/I4,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n4b-041,GW1N-LV4MG132XES,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n4b-042,GW1N-LV4MG132XC6/I5,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n4b-043,GW1N-LV4MG132XC5/I4,GW1N,GW1N-4B,MBGA132X,GW1N-4B/MBGA132X.json
gw1n6-000,GW1N-LV6QN48C6/I5,GW1N,GW1N-6,QFN48,GW1N-6/QFN48.json
gw1n6-001,GW1N-LV6QN48C5/I4,GW1N,GW1N-6,QFN48,GW1N-6/QFN48.json
gw1n6-002,GW1N-LV6QN88C6/I5,GW1N,GW1N-6,QFN88,GW1N-6/QFN88.json
gw1n6-003,GW1N-LV6QN88C5/I4,GW1N,GW1N-6,QFN88,GW1N-6/QFN88.json
gw1n6-004,GW1N-LV6LQ100C6/I5,GW1N,GW1N-6,LQFP100,GW1N-6/LQFP100.json
gw1n6-005,GW1N-LV6LQ100C5/I4,GW1N,GW1N-6,LQFP100,GW1N-6/LQFP100.json
gw1n6-006,GW1N-LV6LQ144C6/I5,GW1N,GW1N-6,LQFP144,GW1N-6/LQFP144.json
gw1n6-007,GW1N-LV6LQ144C5/I4,GW1N,GW1N-6,LQFP144,GW1N-6/LQFP144.json
gw1n6-008,GW1N-LV6LQ176C6/I5,GW1N,GW1N-6,LQFP176,GW1N-6/LQFP176.json
gw1n6-009,GW1N-LV6LQ176C5/I4,GW1N,GW1N-6,LQFP176,GW1N-6/LQFP176.json
gw1n6-010,GW1N-LV6MG160C6/I5,GW1N,GW1N-6,MBGA160,GW1N-6/MBGA160.json
gw1n6-011,GW1N-LV6MG160C5/I4,GW1N,GW1N-6,MBGA160,GW1N-6/MBGA160.json
gw1n6-012,GW1N-LV6PG256C6/I5,GW1N,GW1N-6,PBGA256,GW1N-6/PBGA256.json
gw1n6-013,GW1N-LV6PG256C5/I4,GW1N,GW1N-6,PBGA256,GW1N-6/PBGA256.json
gw1n6-014,GW1N-LV6UG332C6/I5,GW1N,GW1N-6,UBGA332,GW1N-6/UBGA332.json
gw1n6-015,GW1N-LV6UG332C5/I4,GW1N,GW1N-6,UBGA332,GW1N-6/UBGA332.json
gw1n6-016,GW1N-UV6QN48C6/I5,GW1N,GW1N-6,QFN48,GW1N-6/QFN48.json
gw1n6-017,GW1N-UV6QN48C5/I4,GW1N,GW1N-6,QFN48,GW1N-6/QFN48.json
gw1n6-018,GW1N-UV6QN88C6/I5,GW1N,GW1N-6,QFN88,GW1N-6/QFN88.json
gw1n6-019,GW1N-UV6QN88C5/I4,GW1N,GW1N-6,QFN88,GW1N-6/QFN88.json
gw1n6-020,GW1N-UV6LQ100C6/I5,GW1N,GW1N-6,LQFP100,GW1N-6/LQFP100.json
gw1n6-021,GW1N-UV6LQ100C5/I4,GW1N,GW1N-6,LQFP100,GW1N-6/LQFP100.json
gw1n6-022,GW1N-UV6LQ144C6/I5,GW1N,GW1N-6,LQFP144,GW1N-6/LQFP144.json
gw1n6-023,GW1N-UV6LQ144C5/I4,GW1N,GW1N-6,LQFP144,GW1N-6/LQFP144.json
gw1n6-024,GW1N-UV6LQ176C6/I5,GW1N,GW1N-6,LQFP176,GW1N-6/LQFP176.json
gw1n6-025,GW1N-UV6LQ176C5/I4,GW1N,GW1N-6,LQFP176,GW1N-6/LQFP176.json
gw1n6-026,GW1N-UV6MG160C6/I5,GW1N,GW1N-6,MBGA160,GW1N-6/MBGA160.json
gw1n6-027,GW1N-UV6MG160C5/I4,GW1N,GW1N-6,MBGA160,GW1N-6/MBGA160.json
gw1n6-028,GW1N-UV6PG256C6/I5,GW1N,GW1N-6,PBGA256,GW1N-6/PBGA256.json
gw1n6-029,GW1N-UV6PG256C5/I4,GW1N,GW1N-6,PBGA256,GW1N-6/PBGA256.json
gw1n6-030,GW1N-UV6UG332C6/I5,GW1N,GW1N-6,UBGA332,GW1N-6/UBGA332.json
gw1n6-031,GW1N-UV6UG332C5/I4,GW1N,GW1N-6,UBGA332,GW1N-6/UBGA332.json
gw1n6-032,GW1N-LV6UG256C6/I5,GW1N,GW1N-6,UBGA256,GW1N-6/UBGA256.json
gw1n6-033,GW1N-LV6CM64C6/I5,GW1N,GW1N-6,WLCSP64,GW1N-6/WLCSP64.json
gw1n6-034,GW1N-LV6CM64C5/I4,GW1N,GW1N-6,WLCSP64,GW1N-6/WLCSP64.json
gw1n6-035,GW1N-UV6CM64C6/I5,GW1N,GW1N-6,WLCSP64,GW1N-6/WLCSP64.json
gw1n6-036,GW1N-UV6CM64C5/I4,GW1N,GW1N-6,WLCSP64,GW1N-6/WLCSP64.json
gw1n6-037,GW1N-UV6UG256C6/I5,GW1N,GW1N-6,UBGA256,GW1N-6/UBGA256.json
gw1n6-038,GW1N-LV6UG256C5/I4,GW1N,GW1N-6,UBGA256,GW1N-6/UBGA256.json
gw1n6-039,GW1N-UV6UG256C5/I4,GW1N,GW1N-6,UBGA256,GW1N-6/UBGA256.json
gw1n9-000,GW1N-LV9QN48C6/I5,GW1N,GW1N-9,QFN48,GW1N-9/QFN48.json
gw1n9-001,GW1N-LV9QN48C5/I4,GW1N,GW1N-9,QFN48,GW1N-9/QFN48.json
gw1n9-002,GW1N-LV9CM64C6/I5,GW1N,GW1N-9,WLCSP64,GW1N-9/WLCSP64.json
gw1n9-003,GW1N-LV9CM64C5/I4,GW1N,GW1N-9,WLCSP64,GW1N-9/WLCSP64.json
gw1n9-004,GW1N-LV9QN88C6/I5,GW1N,GW1N-9,QFN88,GW1N-9/QFN88.json
gw1n9-005,GW1N-LV9QN88C5/I4,GW1N,GW1N-9,QFN88,GW1N-9/QFN88.json
gw1n9-006,GW1N-LV9LQ100C6/I5,GW1N,GW1N-9,LQFP100,GW1N-9/LQFP100.json
gw1n9-007,GW1N-LV9LQ100C5/I4,GW1N,GW1N-9,LQFP100,GW1N-9/LQFP100.json
gw1n9-008,GW1N-LV9LQ144C6/I5,GW1N,GW1N-9,LQFP144,GW1N-9/LQFP144.json
gw1n9-009,GW1N-LV9LQ144C5/I4,GW1N,GW1N-9,LQFP144,GW1N-9/LQFP144.json
gw1n9-010,GW1N-LV9LQ176C6/I5,GW1N,GW1N-9,LQFP176,GW1N-9/LQFP176.json
gw1n9-011,GW1N-LV9LQ176C5/I4,GW1N,GW1N-9,LQFP176,GW1N-9/LQFP176.json
gw1n9-012,GW1N-LV9MG160C6/I5,GW1N,GW1N-9,MBGA160,GW1N-9/MBGA160.json
gw1n9-013,GW1N-LV9MG160C5/I4,GW1N,GW1N-9,MBGA160,GW1N-9/MBGA160.json
gw1n9-014,GW1N-LV9PG256C6/I5,GW1N,GW1N-9,PBGA256,GW1N-9/PBGA256.json
gw1n9-015,GW1N-LV9PG256C5/I4,GW1N,GW1N-9,PBGA256,GW1N-9/PBGA256.json
gw1n9-016,GW1N-LV9UG332C6/I5,GW1N,GW1N-9,UBGA332,GW1N-9/UBGA332.json
gw1n9-017,GW1N-LV9UG332C5/I4,GW1N,GW1N-9,UBGA332,GW1N-9/UBGA332.json
gw1n9-018,GW1N-UV9QN48C6/I5,GW1N,GW1N-9,QFN48,GW1N-9/QFN48.json
gw1n9-019,GW1N-UV9QN48C5/I4,GW1N,GW1N-9,QFN48,GW1N-9/QFN48.json
